R,t,algo
0.002387,0.193134,p35p
0.228604,4.304657,p35p
0.002566,0.176794,p35p
0.192905,3.331599,p35p
0.043017,1.302204,p35p
0.001702,0.121265,p35p
0.001523,0.127884,p35p
0.001076,0.128459,p35p
0.000866,0.150563,p35p
0.000589,0.191556,p35p
0.000673,0.235294,p35p
0.000734,0.141440,p35p
0.000820,0.134547,p35p
0.000757,0.143531,p35p
0.001004,0.158346,p35p
0.001353,0.156009,p35p
0.001499,0.137720,p35p
0.001910,0.137239,p35p
0.001890,0.080439,p35p
0.001757,0.071663,p35p
0.001672,0.120104,p35p
0.001809,0.043002,p35p
0.001138,0.125240,p35p
0.001071,0.120900,p35p
0.000927,0.113701,p35p
0.000846,0.132242,p35p
0.000880,0.096295,p35p
0.000929,0.068443,p35p
0.000941,0.045474,p35p
0.000974,0.046034,p35p
0.000976,0.077987,p35p
0.002386,0.191963,p4p
0.228611,4.263298,p4p
0.002563,0.175135,p4p
0.192896,3.298970,p4p
0.043011,1.289440,p4p
0.001689,0.118778,p4p
0.001517,0.126140,p4p
0.001069,0.126998,p4p
0.000858,0.149045,p4p
0.000586,0.189814,p4p
0.000669,0.232632,p4p
0.000734,0.139506,p4p
0.000816,0.133061,p4p
0.000747,0.142153,p4p
0.000994,0.156922,p4p
0.001348,0.154492,p4p
0.001495,0.136446,p4p
0.001909,0.135950,p4p
0.001886,0.079821,p4p
0.001752,0.070912,p4p
0.001668,0.118736,p4p
0.001805,0.042701,p4p
0.001141,0.124248,p4p
0.001068,0.119755,p4p
0.000929,0.112731,p4p
0.000848,0.131042,p4p
0.000883,0.095439,p4p
0.000932,0.067817,p4p
0.000944,0.045129,p4p
0.000978,0.045654,p4p
0.000980,0.077446,p4p
0.002383,0.192810,real
0.228625,4.307453,real
0.002565,0.175612,real
0.192900,3.330628,real
0.042999,1.301044,real
0.001668,0.120643,real
0.001490,0.127943,real
0.001034,0.129269,real
0.000824,0.151338,real
0.000562,0.192324,real
0.000719,0.236076,real
0.000791,0.142795,real
0.000878,0.134581,real
0.000813,0.142552,real
0.001074,0.156318,real
0.001433,0.154483,real
0.001633,0.139522,real
0.001992,0.136881,real
0.002008,0.080818,real
0.001900,0.073928,real
0.001842,0.122649,real
0.001941,0.044592,real
0.001134,0.125567,real
0.001039,0.120023,real
0.000878,0.111737,real
0.000826,0.130491,real
0.000859,0.094792,real
0.000902,0.067067,real
0.000910,0.044662,real
0.000940,0.045126,real
0.000935,0.077847,real
